madde,anlam,lisan,telaffuz
sohbet etmek,"iki veya daha fazla kişi aralarında dostça, arkadaşça konuşmak, yârenlik etmek, hasbihâl etmek | söyleşi yapmak",,
sokağa atmak,"birini düşkün, yoksul kalacak biçimde evden, iş yerinden uzaklaştırmak veya kovmak | para, eşya vb.ni boş yere harcamak",,
sokağa çıkmak,gezmek veya bir iş görmek için evden çıkmak,,
sokağa (veya sokaklara) dökülmek,"herhangi bir sebeple dışarı çıkmak | gösteri, protesto gibi amaçlarla insanlar sokaklara, meydanlara inmek",,
sokağa (veya sokaklara) düşmek,"bir şey çoğalıp değerini yitirmek | sükûneti, huzuru evin dışında aramak",,
sokaktan toplamak,"kolayca sağlamak, masrafsız ve zahmetsiz elde etmek",,
sokakta kalmak,"sığınacak yeri olmamak, bakacak kimsesi bulunmamak",,
sola kaymak,siyasette ve ekonomide sol görüşleri benimsemek,,
solda sıfır kalmak,"anlamı olmamak, değersiz olmak | sönük kalmak",,
sollama yapmak,343 sollamak,,
soluğan etmek,soluk soluğa bırakmak,,
soluğan olmak,at nefes darlığına tutulmak,,
soluğunu kesmek,bir şey çok heyecan veya korku vermek,,
soluğu (bir yerde) almak,bir yere hemen gitmek veya sığınmak,,
soluk aldırmamak,"ara vermeden çalıştırmak, vakit bırakmamak",,
soluk almak,"havayı ciğerlere çekmek, nefes almak | dinlenmek | rahatlamak",,
soluk soluğa kalmak,"nefes alamayacak duruma gelmek, çok yorulmak",,
sol eli beklemek,"yemeğe beklenilen birine, yemeğe başlandığını anlatmak için kullanılan bir söz",,
sol tarafından kalkmak,"aksiliği, huysuzluğu, tersliği üzerinde olmak | işleri ters gitmek, iyi gününde olmamak",,
sol yapmak,"""direksiyonu sola doğru çevirmek, sola yöneltmek"" anlamında kullanılan bir söz",,
sona ermek,son bulmak,,
sondaj yapmak,"sonda ile yoklamak, sondalamak | bir durum, bir düşünceyle ilgili olarak yoklama yapmak, araştırmak",,
sonuç almak,"bir işi bitirmek, sonuçlandırmak | istenilen sonuca ulaşmak, verim almak",,
sonuç çıkarmak,bir işlemi bitirip sonuca ulaşmak [matematik] | kesin bir karar veya görüşe varıp bunu bildirmek,,
sonuç vermek,sonuçlanmak,,
sonunu almak,bir işi bitirmek | bir işin bittiğini görmek,,
sonunu getirememek,iyi başladığı bir işi başarıyla bitirememek | başladığı bir işi bitirememek,,
sonu gelmek,"yok olmak, ölmek",,
sonu gelmemek,"bitmemek, tükenmemek",,
son bulmak,"bitmek, tükenmek",,
son kozunu (veya kartını) oynamak,elinde bulunan son imkânı kullanmak,,
son nefesini vermek,ölmek,,
son noktayı koymak,bir işte en son sözü söylemek,,
son vermek,"bitirmek, sona erdirmek",,
son yolculuğa çıkmak,ölmek,,
son yolculuğa uğurlamak,birinin cenaze törenine katılmak,,
sopanın altına yatırmak,dövmek,,
sopa yemek,"dövülmek, dayak yemek",,
sorguya çekmek,bir suçla ilgili olarak soru sorup cevap istemek,,
sorgu suale çekmek,sorguya çekmek,,
sorgu sual etmek,"araştırma, soruşturma veya sorgulama amacıyla sorular sormak | aslını araştırmak, sorup soruşturmak",,
sorti yapmak,uçak bir noktadan kalkıp başka bir noktaya inmek | uçak bir noktaya çeşitli nedenlerle inişe geçip yeniden yükselmek,,
sorumluluk almak,sorumluluk yüklenmek,,
sorumluluk duymak,kendisini sorumlu hissetmek,,
sorumluluk düşmek,"sorumlu sayılmak, sorumlu olarak görülmek",,
sorumlu tutmak,"sorumlu saymak, mesul olarak görmek",,
sorun çıkarmak,üzüntü verecek veya içinden güç çıkılır bir durum yaratmak,,
sorun etmek,dert etmek,,
sorun olmak,dert olmak,,
soruşturma açmak,"bir sorunu açıklığa kavuşturmak amacıyla bir idari veya adli makamın yönettiği, ilgililerden ve tanıklardan bilgi toplamak, konuyu incelemek",,
soru sormak,bir konu hakkında bilgi edinmek üzere soru yöneltmek,,
sotaya düşürmek,birini aldatarak olumsuz bir durumla karşı karşıya bırakmak,,
sotaya yatmak,uygun bir yerde kendini gizlemek,,
soya çekmek,soyunun özelliklerini taşımak,,
soyunup dökünmek,sokak giysilerini çıkarıp ev içinde kullandığı rahat kılığını giymek,,
soyup soğana çevirmek,hiçbir şey bırakmamacasına soymak | hırsız bir yeri veya bir kişiyi adamakıllı soymak,,
sökük dikmek,sökülmüş olan bir şeyi onarmak,,
söküp atmak,"gözden çıkarmak, kıymak, feda etmek",,
sörf yapmak,yelkenli veya yelkensiz özel kayma aracı ile denizde spor yapmak | zamanının önemli bir kısmını genel ağda çeşitli sayfaları dolaşarak geçirmek,,
sövüp saymak,"aralıksız küfürler sıralamak, uzun uzadıya söverek yermek",,
söylemediğini bırakmamak,bir kimse veya bir konu ile ilgili olarak söylenmemesi gereken şeyleri söylemek,,
söylev vermek,"Bir topluluğa düşünceler, duygular aşılamak amacıyla coşkulu ve güzel söz söylemek",,
söyleyeceği olmak,herhangi bir konuda kendisinin de diyecekleri bulunmak,,
sözden anlamak,laftan anlamak,,
sözde kalmak,yapılacağı bildirilmiş bir iş konuşulup gerçekleşmemek,,
sözde kalmak,sadece söylenmek ama yapılmamak,,
söze atılmak,bir konu konuşulurken birden araya girip konuşmaya başlamak,,
söze başlamak,"konuşmaya başlamak, bir konuya girmek",,
söze boğmak,lafa boğmak,,
söze dalmak,lafa dalmak,,
söze karışmak,lafa karışmak,,
söze son vermek,konuşmayı bitirmek,,
söze yatmak,söz dinlemek,,
sözleşme yapmak,"bir sözleşmeyi yazılı olarak belirlemek, mukavele yapmak, kontrat yapmak [hukuk]",,
sözünden çıkmamak,"birinin isteklerine, öğütlerine, sözlerine uyarak davranmak",,
sözünden dönmek,verdiği sözü yerine getirmemek veya tutmamak,,
sözünde durmak,"verdiği sözü yerine getirmek, verdiği sözden dönmemek, verdiği sözü tutmak",,
sözüne gelmek,birinin söylediğini sonunda kabul etmek,,
sözüne sadık kalmak,verdiği söze bağlı olmak,,
sözünü ağzına tıkmak,konuşmasına izin vermemek,,
sözünü bağlamak,konuşmasını bitirmek için son sözlerini söylemek,,
sözünü bilmek,lafını bilmek,,
sözünü bilmemek,"bir sözü, nereye varacağını düşünmeden söyleyemek",,
sözünü etmek,"birinden veya bir konudan söz etmek, onunla ilgili olarak konuşmak",,
sözünü geri almak,üstüne aldığı bir işten vazgeçtiğini söylemek | söylemiş olduğu bir sözde haksız olduğunu kabul ederek onun söylenmemiş sayılmasını istemek,,
sözünü karşılamak,bir kimsenin sözüne cevap vermek,,
sözünü kesmek,biri konuşurken söze karışıp onun konuşmasına fırsat vermemek,,
sözünü tutmak,öğüdüne uymak,,
sözünü tutmak,verdiği sözü yerine getirmek,,
sözünü yabana atmamak,lafını yabana atmamak,,
sözünü yedirmek,lafını yedirmek,,
sözünü yemek,lafını yemek,,
sözün ardı boşa çıkmak,söz olumlu sonuca ulaşmamak,,
sözü açılmak,bir şey veya bir konu üzerinde konuşulmaya başlanmak,,
sözü ağzına tıkamak,lafı ağzına tıkamak,,
sözü ağzından almak,lafı ağzından almak,,
sözü ağzında bırakmak,lafı ağzında bırakmak,,
sözü ağzında gevelemek,lafı ağzında gevelemek,,
sözü ağzında kalmak,konuşmasını bitirememek,,
sözü bağlamak,lafı bağlamak,,
sözü dağıtmak,konuşurken birçok konuya değinerek anlatmak isteği konudan uzaklaşmak,,
sözü dolandırmak,lafı dolandırmak,,
sözü döndürüp dolaştırmak,lafı döndürüp dolaştırmak,,
sözü edilmek,"adı anılmak, bahsedilmek | önemli sayılmak",,
sözü geçmek,"kendisini kabul ettirmiş olmak, hatırı sayılmak | adı anılmak, bahsedilmek",,
sözü kesmek,konuşmasını bitirmeden susmak | başkasının konuşmasını önlemek,,
sözü kısa kesmek,lafı kısa kesmek,,
sözü tartmak,ölçülü konuşmak,,
sözü uzatmak,lafı uzatmak,,
sözü (veya sözünü) çevirmek,lafı çevirmek,,
söz açmak,bir konu üzerine konuşmaya başlamak,,
söz almak,"konuşmak için toplantı başkanından izin almak, konuşmaya başlamak | birinin bir işi yapacağını kesin olarak bildirmesini sağlamak | erkek tarafı oğullarıyla evlendirmek üzere kızın ailesinden olumlu cevap almak",,
söz altında kalmamak,"bir kimsenin kendisine dokunan sözüne gereken cevabı vermek | kendisini inciten, itham eden veya rahatsız bir duruma düşüren söze gereken karşılığı verip durumu düzeltmek",,
söz anlatmak,laf anlatmak,,
söz atmak,laf atmak,,
söz ayağa düşmek,"bir sorun, karışmaları gerekmeyen veya yetkisiz ve sorumsuz kimselerin görüş bildirdikleri duruma gelmek",,
söz birliği etmek,ağız birliği etmek,,
söz çakmak,laf çakmak,,
söz çıkarmak,laf çıkarmak,,
söz çıkmak,ortalıkta bir söylenti dolaşmak,,
söz düşmemek,başkalarının konuşmasından kendisine sıra gelmemek | başkaları dururken kendisinin söz söylemesine gereklik bulunmamak | birinin söz hakkı olmamak,,
söz düşürmek,konuşmayı belli bir konuya getirmek,,
söz etmek,bir şey üzerine konuşmak | bir şeyin dedikodusunu yapmak,,
söz geçirmek,"söylediğini, istediğini yaptırmak",,
söz gelmek,"bir davranışından dolayı eleştiriye konu olmak, yerilmek",,
söz getirmek,birinin eleştirilmesine sebep olmak | bir kimseye söz gelmesine yol açmak,,
söz götürmek,"doğruluğu ve gerçekliği tartışılabilir olmak | dedikodu yapmak | tahammül etmek, katlanmak",,
söz işitmek,laf işitmek,,
söz kaldıramamak,onuruna dokunan söze dayanamayıp karşılık verir yaradılışta olmak,,
söz kesmek,genellikle evlenmek için anlaşıp kesin karar vermek,,
söz konusu edilmek,"sözü edilmek, konuşulmak",,
söz konusu olmak,"üzerinde konuşulmak, bahis konusu olmak, bahis mevzusu olmak",,
söz olmak,dedikodu yapılmak veya bir iş hoş karşılanmamak,,
söz sahibi olmak,bir konuda konuşma yetkisi olmak,,
söz sözü açmak,bir konudan konuşurken hemen arkasından türlü konulara geçmek,,
söz taşımak,laf taşımak,,
söz tutmak,söz dinlemek,,
söz vermek,bir işi yapacağını kesinlikle bildirmek,,
söz yetiştirmek,laf yetiştirmek,,
spama düşmek,ileti istenmeyen iletiler kutusuna gitmek | spam yemek,,
spam atmak,sık sık istenmeyen ileti göndermek | spamlamak,,
spam yemek,istenmeyen iletiler gönderen hesap ağ yöneticisi tarafından erişilemez duruma getirilmek,,
stabilize etmek,"kararlı bir duruma getirmek, sağlamlaştırmak",,
starta geçmek,343 başlamak,,
start almak,343 başlamak,,
start vermek,343 başlatmak,,
sterilize etmek,mikropsuzlaştırmak,,
stok etmek,"bir şeyi bir yere çok miktarda yığmak, biriktirmek, istif etmek",,
stop etmek,çalışan motor durmak,,
strese girmek,"gerilmek, sıkıntıya girmek",,
strese sokmak,"gerilime, sıkıntıya sokmak",,
stres atmak,"bir etkinlikte bulunarak gerginlikten, sıkıntıdan kurtulmak",,
sual etmek,sormak,,
sucuğunu çıkarmak,yormak | çok dövmek,,
suçlu olmak,suçlu sayılmak,,
suçundan geçmek,suçunu bağışlamak,,
suçunu bağışlamak,bir kimseye işlediği suçun cezasını vermemek,,
suçüstü yakalamak,suç işleyeni suçu işlediği sırada veya hareketinden çok az önce yakalamak [hukuk],,
suç duyurusunda bulunmak,"ilgiliye, ilgili makama suçu bildirmek",,
suç işlemek,"yasaya, töreye aykırı bir davranışta veya harekette bulunmak",,
suç olmak,suç sayılmak,,
sudan çıkmış balığa dönmek,"herhangi bir sebeple ne yapacağını bilememek, çok şaşırmak",,
sudan geçirmek,herhangi bir şeyi üstünkörü yıkamak | sabunlu çamaşırı durulamak,,
sufle etmek,"oyunculara, izleyicilere duyurmadan söyleyecekleri sözü veya cümleyi fısıldamak [tiyatro] | birine unuttuğu bir sözü veya cümleyi kimseye duyurmadan hatırlatmak",,
suikastta parmağı olmak,düzenlenen suikast olayında rol oynamak,,
suistimal etmek,kötüye kullanmak,,
sukut etmek,düşmek,,
sular kararmak,akşam olmaya başlamak,,
sulbünden gelmek,bir kimsenin öz evladı olmak,,
sulh olmak,uzlaşmak,,
sulu yemek,Tencerede ve kendi suyu içerisinde pişirilen yemek türü; tencere yemeği,,
suratına indirmek,tokat atmak,,
suratından düşen bin parça olmak,öfke veya küskünlükten ileri gelen can sıkıntısıyla suratı asık olmak,,
suratını dağıtmak,yüzüne zarar verecek biçimde dövmek,,
suratı bir karış asılmak,"öfkelenmek, kızmak ve somurtmak",,
suratı değişmek,"bir kimseye karşı davranışı değişmek, daha sert bir durum almak",,
suratı sirke satmak,"öfkeli, kızgın olduğu anlaşılmak",,
surat asmak,"kaşlarını çatıp yüzüne küskün veya dargın bir anlam vermek, somurtmak",,
surat etmek,"birine karşı küskün durmak, asık yüzlü olmak",,
surat kalmamak,utanmaz duruma gelmek,,
suretine girmek,"bir şeyin görünüşüne, biçimine benzemek",,
sureti haktan görünmek,kendisini iyi niyetli imiş gibi göstermek | birinin iyiliği için çalışıyor görünmek,,
suspus etmek,susturmak,,
suspus olmak,"susmak, sinmek, sesini hiç çıkarmamak",,
sustaya kalkmak,köpek susta durmak,,
susta durdurmak,köpeği arka ayakları üzerinde durdurmak | bir kimseyi veya birilerini yıldırmak,,
susta durmak,köpek arka ayakları üzerinde durmak | hazır durumda beklemek | korktuğu bir kimsenin karşısında saygılı ve çekingen davranmak,,
suya düşmek,bir şeyin gerçekleşme olasılığı kalmamak,,
suya göstermek,hafifçe yıkamak,,
suya götürüp susuz getirmek,"herhangi bir işte akıl, zekâ, deneyim ve kurnazlıkla bir diğerini alt etmek",,
suya sabuna dokunmamak,"sakıncalı konularla ilgilenmemek, bunlardan söz etmemek | davranışlarını kimseyi incitmeyecek biçimde ayarlamak",,
suya salmak,boşuna harcamak,,
suyuna gitmek,suyunca gitmek,,
suyunca gitmek,bir kimseyi sinirlendirmeyecek biçimde davranmak,,
suyunu almak,kaynatılan yiyeceğin suyunu ayırmak,,
suyunu çekmek,yemek kaynayıp suyu kalmamak | tükenmek,,
suyun akıntısına gitmek,"olayların veya durumun gelişmesine göre davranmak, uymak",,
suyu baştan (veya başından) kesmek,işin aslı üzerinde kesin bir şey söyleyip ayrıntılarını konuşmaya gerek duymamak,,
suyu çıkmak,"çok söz edildiği veya üzerinde yerli yersiz durulduğu için değerini yitirmek, önemsizleşmek",,
suyu kesilmiş değirmene dönmek,"işlemez, yararsız duruma gelmek",,
suyu seli kalmamak,sulu yemek kaynaya kaynaya suyu azalmak,,
su almak,"suyu içine çekmek | su yapmak [denizcilik] | gemiye içme suyu doldurmak [denizcilik] | herhangi bir organdan tedavi maksadıyla su boşaltmak [tıp] | bozukluk, yozlaşma başlamak",,
su basmak,"bir şey veya yer sular altında kalmak, her yanı suyla dolmak",,
su çekmek,içine su almak | alçak bir yerden tulumba vb. ile su çıkarmak,,
su dökmek,küçük abdest bozmak,,
su dökünmek,yıkanmak,,
su etmek,bir geminin içine herhangi bir yerinden su girmek veya su sızmak [denizcilik],,
su gelmek,doğumdan önce amniyon sıvısı döl yolundan akmak [tıp],,
su gibi akmak,"zaman hızla geçmek | para, yiyecek vb. bol bol gelmek",,
su gibi ezberlemek,yanlışsız okuyabilecek kadar ezberlemek,,
su gibi gitmek,bol bol harcanmak,,
su gibi olmak,çok ıslanmak,,
su gibi terlemek,çok terlemek,,
su götürür yeri olmamak,başka türlü yorumlanacak bir yönü bulunmamak,,
su içinde kalmak,çok terlemek | çok ıslanmak,,
su iktiza etmek,gusül gerekmek,,
su kaçırmak,"su sızdırmak | baş ağrıtmak, can sıkmak",,
su kapmak,yaralar azmak,,
su kesmek,sulanmak,,
su koyuvermek,"sebze ve et pişerken suyunu salıvermek | sözünde durmamak, cıvıtmak | vazgeçmek | beklenen görevi yapmamak",,
su sabun görmemek,çok kirli olmak,,
su vermek,bitkileri sulamak | hayvanlara su içirmek | insanlara içmek için su getirmek,,
su yapmak,gemi veya sandalın içine dibinden su girmek [denizcilik],,
su yolu yapmak,bir yeri sık sık gidip gelinen yer durumuna getirmek,,
su yürümek,ilkbahara doğru ağaçlar tomurcuklanmaya başlamak,,
su yüzüne çıkmak,"bir süre örtülü kalmış bir iş veya sorun aydınlanmak, belli olmak, meydana çıkmak",,
su yüzüne (veya üstüne) çıkmak,görünür olmak,,
sübut bulmak,"tanıtlanmak, ispat edilmek",,
sükse yapmak,başarı kazanmak | ilgi çekecek bir durum yaratmak,,
sükûnet bulmak,"sakinleşmek, rahatlamak",,
sükûtla geçiştirmek,"sözü edilmesi gereken bir noktayı söylemeden atlamak, bile bile bir konuya değinmemek",,
süluk etmek,bir işe girmek | bir tarikata girmek,,
sülük vurmak,tedavi amacıyla sülük yapıştırmak,,
sümen altı etmek,bir evrakın işleme konulmasını engellemek | bir işin yapılmasını geciktirmek,,
sünger çekmek,"bir şeyi hiç olmamış saymak, silmek, silip atmak, unutmak",,
sünger geçirmek,"silip atmak, unutmak",,
sünnet etmek,erkek çocukta erkeklik organının ucundaki deriyi çepeçevre kesmek,,
sünnet olmak,sünnet edilmek,,
sürfile yapmak,bir kumaşın tarazlanmaması için kenarına seyrek ve çapraz dikiş yapmak,,
sürgit yapmak,"iş için uzatmak, sürdürüp durmak",,
sürgüne göndermek,"ceza olarak bir yere sürmek, nefyetmek",,
sürgün vermek,filizlenmek,,
sürmeyi gözden çekmek,gözden sürmeyi çekmek,,
sürme çekmek,gözleri sürme ile boyamak,,
sürpriz yapmak,"birini, beklenmedik, şaşırtan, sevindiren veya üzen bir olayla karşılaştırmak",,
sürtünüp durmak,"çıkarı, kazancı için yaltaklanıp durmak",,
sürtüp durmak,"yersiz, sebepsiz olarak durmadan dolaşmak",,
sürüden ayrılmak,"herkesin tuttuğu yolu bırakıp ayrı bir yol tutturmak, herkesin yaptığını yapmamak",,
sürüncemede kalmak,"bir iş sonuçlanıncaya kadar boş yere gecikmek, uzamak, askıda kalmak, bir türlü sonuçlanamamak",,
sürüp gelmek,eskiden beri devam etmek,,
sürüp gitmek,"eskiden olduğu gibi, eskiden nasılsa gene öyle olmak, öyle devam etmek",,
sürüp sürüştürmek,aşırı ve yakışıksız makyaj yapmak,,
sürü gibi yaşamak,kendi karar ve irade gücünü yitirerek içinde yaşadığı topluluğun tercihlerine göre davranmak,,
süsleyip püslemek,"özenle, özen göstererek süslemek, göze çarpacak kadar süslemek, telleyip pullamak",,
